month,day,year,budget,domestic,worldwide
Aug,21,2009,20,20.919166,29.870801
Apr,23,2010,25,23.591432,29.86384
Apr,11,2014,25,28.842237,29.84748
Oct,9,2009,11.4,0.015,29.830239
Jan,12,2001,24,29.823162,29.823162
Oct,19,2001,47,29.781453,29.781453
May,12,2000,80,21.471685,29.725663
Oct,9,2009,7.5,12.574914,29.652736
Nov,15,2013,12,2.883879,29.549145
Sep,23,1970,25,29.548291,29.548291
May,18,2001,38,24.044532,29.544532
Jun,24,1983,10,29.5,29.5
Jan,19,2001,45,19.71993,29.406132
Apr,15,1983,0.375,2.4,29.4
Nov,23,2012,19.5,2.061449,29.393634
Sep,14,2007,45,24.343673,29.367143
Apr,2,2004,30,28.165882,29.356757
Nov,23,1994,10,29.317886,29.317886
Oct,16,2009,20,29.062561,29.227561
Nov,25,2009,25,8.11427,29.206732
May,15,1998,30,26.528684,29.203383
Nov,7,1979,8.5,29.2,29.2
Jan,27,2006,5.3,2.197694,29.197694
Apr,17,1998,15,29.145924,29.145924
Aug,9,1991,16,29.090445,29.090445
Nov,8,2002,13.5,15.901849,29.027914
Dec,25,2005,1.1,16.186348,29.005064
May,10,2002,13,28.972187,28.972187
Feb,21,2003,50,19.694635,28.920188
Mar,11,2005,12,18.761993,28.915761
Nov,9,2001,35,23.483357,28.906817
Apr,10,1992,8,21.706101,28.876702
Dec,21,1999,24,28.87119,28.87119
Oct,1,2010,27,13.261851,28.773827
Feb,18,2000,9,16.963963,28.773637
Aug,13,2004,20,19.76269,28.76269
Jun,27,2001,16,28.734552,28.734552
Mar,11,2016,35,6.864016,28.721408
Mar,12,2004,26,23.514247,28.703083
Apr,14,2000,8,15.070285,28.674417
May,30,2003,10,15.417771,28.649556
Oct,17,2008,25.1,25.534493,28.575778
Apr,2,1999,40,28.54412,28.54412
Dec,5,2008,29,18.622031,28.452945
Nov,13,2015,25,12.227722,28.400715
Dec,25,1992,35,23.365858,28.391473
Apr,9,1999,6.5,16.875273,28.383441
Mar,5,1999,1.35,3.897569,28.356188
Dec,12,1966,3.9,28.35,28.35
Feb,8,1976,1,28.262574,28.316211
Oct,11,2002,8,27.362712,28.315272
Sep,23,1994,25,28.241469,28.307092
Oct,1,2010,20,12.134935,28.270399
Jul,30,2004,55,6.768055,28.231444
Jul,30,2004,55,6.768055,28.231444
Dec,23,1954,5,28.2,28.2
Dec,11,2009,7,9.176,28.142379
Feb,24,2006,20,7.578946,28.058652
Dec,21,2012,25,12.512862,28.012862
Feb,5,1993,13,27.979399,27.979399
Mar,23,2001,6,27.457409,27.958191
Apr,26,1995,3.5,27.467564,27.936778
Sep,19,2008,20,20.211394,27.911453
Aug,27,2008,22,23.530831,27.882226
Dec,9,2005,20,11.036366,27.836366
Oct,8,2008,18,5.700626,27.794339
Aug,1,1997,3,24.646936,27.788649
Aug,4,2000,4,12.178602,27.786849
Sep,8,2000,24,25.170054,27.732366
May,26,1993,3.5,27.731527,27.731527
Apr,21,2000,15,27.441122,27.709625
Feb,22,2013,3.5,17.418667,27.704111
Sep,27,1995,20,21.284514,27.688744
Aug,23,1996,40,27.682712,27.682712
May,12,2006,33,4.283255,27.610873
Oct,14,2011,38,16.999934,27.573078
Oct,11,1996,25,11.092559,27.572844
Dec,11,1992,12,27.281507,27.492918
Mar,30,2001,18,13.491653,27.491653
Jul,23,2010,15,26.167002,27.469621
Jul,23,1993,14,27.450453,27.450453
Dec,14,1984,45,27.447471,27.447471
Mar,15,2013,32,22.537881,27.392609
Jan,15,2016,18,17.062499,27.392195
Jul,21,2006,5,24.148068,27.342246
Dec,25,2014,10,14.482031,27.317872
Feb,27,1998,27,14.435076,27.257061
Apr,6,2007,22,4.398532,27.238354
Dec,14,1984,27.5,27.187653,27.187653
Mar,12,1999,13,27.15149,27.15149
Apr,10,2009,18,24.007324,27.148898
Aug,26,2005,30,15.007991,27.147991
Jun,6,2008,18,5.705761,27.147349
Dec,5,1980,35,27.10796,27.10796
Oct,15,1999,50,27.10003,27.10003
Aug,13,1982,4.5,27.09288,27.09288
Apr,24,1998,13,27.066941,27.066941
Sep,7,2001,40,27.053815,27.053815
Feb,22,2002,1.2,13.876974,27.0256
Apr,16,2013,40,0,27.000381
Oct,19,2007,27.5,9.736045,26.939925
May,24,1996,18,26.936265,26.936265
Jul,9,1982,17,26.918576,26.918576
Jun,4,2010,30,17.01017,26.857459
Jul,5,2013,5,21.50269,26.85381
Jan,12,1996,20,26.7927,26.7927
Jul,10,2015,40,6.738,26.736665
Sep,11,2009,12.5,11.965282,26.735797
Jun,9,2006,10,20.342852,26.716191
Sep,18,1998,30,23.337196,26.708196
Nov,26,2003,80,19.480739,26.703184
Aug,15,1997,60,26.673242,26.673242
Sep,23,2005,65,2.07092,26.67092
Feb,12,1999,35,26.61362,26.61362
Dec,13,1989,18,26.59358,26.59358
Oct,18,1974,0.14,26.572439,26.572439
Jul,10,1996,13,26.570048,26.570048
Mar,29,1974,7,26.5332,26.5332
Sep,2,2011,5,17.686929,26.517819
Jun,29,1984,18,26.4,26.4
Mar,15,2013,50,0.102118,26.387039
Nov,22,2002,20,12.987647,26.348203
Nov,6,2009,25,15.051977,26.341896
Apr,9,2004,30,16.323969,26.323969
Mar,13,1992,8,26.124872,26.317943
Jun,13,2003,30,26.214846,26.214846
Aug,9,2002,50,26.199517,26.199517
Dec,25,2005,30,12.712093,26.1844
Jan,23,2008,15,12.898847,26.170402
Mar,27,1998,20,0.146072,26.146072
Apr,8,2011,50,21.596445,26.121638
Nov,3,1995,50,11.497497,26.097497
Dec,15,2006,18.9,0.3207,26.063572
Oct,3,1980,5,26.010864,26.010864
Jun,30,1989,6,26.004026,26.004026
Dec,2,2016,9,13.960394,25.969736
Feb,26,2016,20,12.639297,25.943792
Aug,20,2010,18,4.80675,25.941437
Dec,14,1984,48,25.928721,25.928721
May,9,2003,5,8.46,25.913869
Nov,6,1987,29,5.899797,25.899797
Nov,16,1976,1.8,25.878153,25.878153
Mar,8,2002,14,25.482931,25.873145
Feb,9,2001,22,19.351569,25.873142
Nov,11,2016,40,1.738477,25.863458
Jan,13,2017,7.4,22.395806,25.863405
Aug,26,2011,5,24.81483,25.861249
Feb,8,2002,70,18.990542,25.852508
Dec,29,1993,22,25.842377,25.842377
Jan,19,1996,20,25.728961,25.732986
Mar,18,2005,25,24.381334,25.732334
Dec,30,2009,18,2.222862,25.727044
Mar,25,1983,10,25.697647,25.697647
Dec,31,2017,4,0,25.678357
Mar,16,2007,8.3,1.829142,25.670174
Sep,18,2013,8,17.550872,25.621449
Oct,4,2002,14,25.571351,25.608779
Oct,30,1981,2.5,25.533818,25.533818
Aug,25,1995,7,25.532388,25.532388
Dec,12,2014,12,25.317379,25.514848
Nov,9,1984,1.8,25.504513,25.504513
Jul,22,2011,14.5,7.6917,25.480031
Mar,1,2013,4,15.179303,25.448707
Aug,9,1996,50,25.426861,25.426861
Dec,25,2007,7.3,4.443403,25.39746
Sep,7,2012,20,3.763583,25.361206
Jun,12,1998,10,25.358996,25.358996
Aug,17,2007,67,5.93206,25.357771
Dec,19,2002,4.5,13.084595,25.34449
Nov,16,2012,11,0.061611,25.307405
Feb,11,2005,7,6.601079,25.26904
Feb,3,2012,40,20.1573,25.26868
Jul,10,1981,6,25.2447,25.2447
Dec,1,2015,30,0,25.199891
Dec,19,2014,14,3.958546,25.187026
Oct,12,2001,11,23.978402,25.116103
Feb,25,2005,35,19.294901,25.114901
Nov,21,1997,35,25.078937,25.078937
Jul,16,1999,6,25.05964,25.05964
Jun,24,1994,63,25.052,25.052
Jan,18,2008,22,20.668843,25.044057
Sep,18,1981,5,19.032,25.032
Jun,17,1977,14,25.011,25.011
Jul,25,1969,0.2,13.5,25
Mar,29,1959,2.883848,25,25
Jan,1,1976,7,25,25
May,29,2015,37,21.05203,24.935799
Mar,4,2016,35,23.083334,24.915969
Jun,24,1970,18,24.91167,24.91167
Nov,24,2006,8.3,0,24.906717
Nov,15,2013,12,17.654912,24.76136
Aug,20,2010,17,24.719879,24.719879
Nov,12,2004,29,17.01619,24.71619
Jan,28,2011,35,5.101237,24.687524
Aug,17,2012,10,24.397469,24.660323
May,21,1982,2,24.600832,24.600832
Jun,15,1960,3,18.6,24.6
Oct,11,2002,25,17.791031,24.591031
Mar,31,2017,20,17.445186,24.52214
Dec,21,2001,38,22.770864,24.51599
Sep,14,2007,23,6.777741,24.48915
Sep,16,2011,24,9.659074,24.474463
Dec,25,1981,8,24.474312,24.474312
Jan,1,1946,2,24.464742,24.464742
Dec,30,2011,0.8,7.098492,24.426169
Jul,9,1999,21.5,24.419219,24.419219
Dec,25,2001,35,11.405825,24.405825
Aug,2,1967,2,24.379978,24.391108
Mar,3,2000,25,14.983572,24.355762
Sep,9,2011,25,13.657115,24.215385
Jun,3,1994,40,24.172899,24.172899
Feb,24,2012,32.5,17.288155,24.159934
Jan,31,2003,11,3.051221,24.15055
Apr,2,1993,6.5,24.103594,24.103594
Feb,11,2005,1.1,4.563167,24.062965
Sep,23,2016,11.9,2.022115,24.041617
Jul,4,2003,7.8,10.130108,24.021282
Aug,4,1995,30,23.998226,23.998226
Apr,9,2004,92,22.406362,23.911362
Apr,11,2014,18,4.438438,23.91021
May,1,1981,0.25,23.894,23.894
Oct,26,2001,18,15.652637,23.889158
Feb,23,2018,55,23.814514,23.814514
Feb,23,2018,55,23.814514,23.814514
Apr,10,1953,0.658,23.8,23.8
Sep,5,2003,17,22.734486,23.734486
Oct,22,2003,12,4.717455,23.693646
Jan,1,1976,3.8,23.689877,23.689877
Oct,21,2005,30,18.324242,23.676771
Dec,4,2009,20,15.988876,23.661038
Nov,21,1946,2.1,23.6,23.6
Jul,22,2005,2.8,22.202809,23.591783
Oct,14,2016,10,23.591043,23.591043
Apr,1,2016,5,20.773069,23.565072
Apr,18,1986,25,15.502112,23.506237
May,4,2006,4.5,0.211667,23.471871
Apr,11,2001,7,23.247539,23.393939
Nov,14,1980,18,23.380203,23.380203
Dec,19,2002,12.5,21.078145,23.367586
Feb,25,2000,36,23.360779,23.360779
Apr,29,2011,30,10.143779,23.353111
Aug,20,2010,4.9,0.276901,23.347469
May,16,2007,0.15,9.445857,23.324057
Oct,7,2016,8.5,20.007149,23.311425
Mar,19,2008,1.7,12.590147,23.271741
Jul,14,2009,2.1,0,23.266821
Jun,27,2012,1.8,12.795746,23.265132
May,24,2013,3,8.110621,23.25193
Mar,13,2015,2,14.674077,23.250755
Jun,24,2016,2.5,5.205471,23.23822
Mar,24,2017,25,18.600152,23.190697
Mar,24,2006,20,23.08648,23.187506
Jun,24,2016,50,20.810036,23.151917
Mar,3,2006,22,1.054361,23.134075
Apr,8,1998,5,23.047939,23.047939
Feb,15,2002,1.2,18.492362,23.046142
Dec,3,2010,13,2.037459,23.014027
Mar,3,2006,12,18.597342,22.978953
Oct,14,2005,50,10.169202,22.969202
Oct,11,2013,5.25,2.450504,22.93437
Sep,11,1998,12,22.921898,22.921898
Apr,9,2004,35,22.913677,22.913677
Apr,4,2008,25,17.432844,22.910563
Sep,27,2013,8.5,21.569509,22.885836
Jun,18,1999,1.75,7.267324,22.879194
Sep,14,2001,22,17.951431,22.861785
Dec,31,2007,28,0,22.860477
Aug,7,2009,14,15.51546,22.81546
Nov,30,2007,14,5.990075,22.754472
Dec,9,2011,12,16.311571,22.750356
May,18,2012,8.9,0.176988,22.744132
Feb,2,1996,44,22.730924,22.730924
Jun,15,1979,12,22.67334,22.67334
Feb,1,2013,55,9.489829,22.597969
Feb,1,2013,55,9.489829,22.597969
Apr,5,2013,16,2.322593,22.594052
Oct,1,1999,8,17.843379,22.591451
May,7,1993,8,22.549338,22.549338
Feb,14,2014,60,12.600231,22.46862
Sep,6,2002,40,22.433915,22.433915
May,1,1998,25,21.567853,22.411948
Sep,7,2001,13,22.235901,22.39145
Jan,15,1999,40,22.365133,22.365133
Dec,20,1996,21.5,22.331846,22.331846
May,7,2004,0.065,11.529368,22.233808
May,2,2007,1.5,19.09755,22.217183
Apr,4,2008,10,0.866778,22.198996
Feb,19,2016,5,19.115191,22.178125
Aug,11,1989,6,22.168359,22.168359
Oct,13,2006,15,18.844784,22.165608
Apr,13,2010,20,0,22.13959
Nov,3,1995,20,17.468887,22.119269
Aug,22,2003,41,22.108977,22.108977
Feb,25,2005,50,19.699706,22.099706
Apr,7,1995,25,22.032635,22.032635
Nov,2,2012,15,15.63409,22.018988
Nov,19,1925,0.245,11,22
Oct,5,2001,23,21.973182,21.973182
Dec,8,2006,25,16.655224,21.970831
Sep,20,2013,8,0,21.97
Mar,22,1985,2.2,21.930418,21.930418
Oct,20,2006,15,21.000147,21.896367
May,14,2010,12,21.540363,21.867665
Feb,23,2007,10,20.342161,21.851362
Sep,17,2004,30,21.800302,21.827296
Nov,11,2011,9.4,3.030848,21.817298
Jun,16,2000,16,21.799652,21.799652
Dec,4,1998,6,4.595,21.787233
Dec,25,2016,65,10.378555,21.778555
Aug,6,2004,30,20.422207,21.758371
Dec,15,1960,4,21.75,21.75
Apr,30,1981,1.25,21.722776,21.722776
Oct,11,2002,16,16.35777,21.65777
Mar,14,2008,33,11.00877,21.621188
Feb,1,2008,10,7.570127,21.596074
Sep,3,2004,30,13.001257,21.577076
Jan,30,2015,9,21.571189,21.571189
Oct,28,2011,45,13.109815,21.544732
Feb,19,1993,11,11.502976,21.502976
Oct,21,1983,27,21.5,21.5
Oct,19,1990,20,21.413105,21.413105
Mar,12,2010,14,20.255281,21.410546
Dec,31,2007,16.5,0,21.404122
Feb,1,1980,1,21.378361,21.378361
May,12,2000,18,17.200925,21.361109
Jul,20,1984,27,21.3,21.3
Dec,17,1997,5,20.733485,21.27777
Sep,24,2010,1.98765,1.044143,21.27029
May,7,2004,40,14.018364,21.215882
Apr,18,2014,4,17.329487,21.206861
Jul,29,2011,6,5.359774,21.197454
Aug,7,1992,11,21.171695,21.171695
Mar,31,2006,17,21.170563,21.170563
Nov,1,1985,3,21.163999,21.163999
Sep,10,1999,12,21.133087,21.133087
Nov,25,1998,10,9.94947,21.094974
Jan,13,1995,12,21.089146,21.089146
Apr,2,1982,12.5,7,21
Mar,7,1986,3,20.966644,20.966644
Feb,12,1982,12.5,20.959585,20.959585
Jul,22,2005,7,17.044981,20.940428
Dec,31,2011,9.1,0,20.927794
Oct,20,2017,38,18.340051,20.921459
Dec,6,2013,15,0,20.898221
Mar,30,2001,2,5.383834,20.883834
May,28,1993,42,20.844907,20.844907
Dec,25,1997,80,17.650704,20.841123
Feb,24,2017,60,9.420546,20.830546
May,11,2007,20,18.88288,20.819601
Mar,9,2012,40,18.450127,20.790486
Oct,3,2014,16,14.019924,20.769209
Oct,21,1983,10,20.766,20.766
Jan,29,2016,5,11.68694,20.765353
Jul,14,2017,12,14.301505,20.743742
Oct,8,1999,2,11.540607,20.741
Oct,13,2006,40,0.65921,20.72245
Feb,20,2004,25,17.718223,20.718223
Sep,27,2000,6,18.621249,20.695413
Apr,29,2016,15,20.591853,20.688141
Nov,3,1982,5,20.659423,20.659423
Mar,16,2007,20,16.57459,20.614661
Dec,21,2007,35,18.317151,20.606053
Nov,18,1983,3.25,20.605209,20.605209
Dec,22,2010,15,20.218921,20.601987
Nov,17,2006,14,11.242801,20.597806
Dec,22,2017,25,17.501244,20.597799
Oct,19,2001,60,18.208078,20.541668
May,22,2009,14,2.656784,20.537741
Jun,5,2009,17,8.677425,20.477425
Nov,24,2010,90,0.195459,20.466016
Oct,21,2011,3.4,5.353586,20.433227
Jul,11,1990,49,20.423389,20.423389
Dec,2,2011,6.5,4.002293,20.412841
Jul,21,1995,1.5,7.412216,20.412216
Dec,31,1946,6,20.4,20.4
Apr,13,1978,11,20.38892,20.38892
Feb,2,2001,10,20.384136,20.384136
Mar,9,2007,8.5,13.610521,20.288774
Feb,16,1996,40,20.278055,20.278055
Oct,30,1998,20,20.268825,20.268825
Feb,12,1988,7,20.257,20.257
Feb,22,2008,6.25,5.48857,20.199663
Apr,27,2012,5.25,1.20001,20.18874
Jan,1,1975,11,20,20.169934
Aug,25,2006,17.5,19.185184,20.159316
Aug,23,2002,29,16.930185,20.14615
Jul,17,1996,45,20.133326,20.133326
Jun,10,1975,3,20.123742,20.123742
Nov,7,2009,12,0.122558,20.122558
May,9,2014,70,8.462347,20.107933
Mar,23,2007,20,19.661987,20.081987
Oct,3,2008,25,3.073392,20.052958
Nov,10,1982,8,20.036244,20.036244
Jan,21,2000,9,20.03531,20.03531
Oct,1,2004,22,12.784713,20.034713
Aug,17,1979,4,20.008693,20.008693
Dec,29,2010,8,3.205706,20.005613
Aug,10,1977,0.6,15,20
Apr,12,2002,11,13.110448,19.94728
Jun,29,2001,13,16.929123,19.929123
Feb,26,2010,13,2.08772,19.910624
Jul,19,1996,30,17.192205,19.892205
Dec,23,2005,8,3.647381,19.891331
Jan,16,1998,70,19.870567,19.870567
Mar,9,2001,10,11.560259,19.860259
Oct,23,2009,40,14.279575,19.756077
Dec,4,1985,18,19.739,19.739
Aug,24,2001,17,19.693891,19.693891
Jan,8,2010,18,15.285588,19.685588
Jan,16,2015,70,8.00598,19.665004
Oct,27,1995,14,19.637147,19.637147
Apr,10,1981,5,14.6,19.6
Mar,8,2013,30,10.895295,19.599974
Aug,7,1981,9.3,19.571091,19.571091
Oct,31,2014,22,3.242457,19.563579
Jun,17,2005,10,16.535005,19.535005
Aug,1,1986,3,19.472057,19.472057
Sep,2,2016,20,12.545979,19.45078
Oct,23,1991,5,19.438638,19.438638
Mar,26,1999,5,19.421271,19.421271
Oct,6,2000,40,14.967182,19.417182
Oct,11,2002,15,19.161999,19.344615
Sep,7,2001,38,16.991902,19.317765
Jul,2,1999,22,19.28813,19.28813
Aug,5,2005,12,1.442338,19.287485
Sep,22,2006,35,0,19.28259
Nov,15,2002,25,15.56786,19.23328
Aug,2,2002,3,19.18482,19.18482
Apr,11,2008,4,9.427026,19.174817
May,13,1988,2.8,19.170001,19.170001
Jun,22,2007,15,9.176787,19.153568
Sep,1,2004,23,16.123851,19.123851
Sep,23,2009,20,14.363397,19.121531
Dec,11,1998,10,17.105219,19.080435
Sep,12,2014,12.6,10.724389,19.054534
Feb,6,1998,30,19.035741,19.035741
Jul,24,1998,15,17.507368,19.014238
Jan,1,1978,12,19,19
Dec,7,2005,25,5.128124,18.991288
Apr,28,2006,8,18.84843,18.959424
Oct,2,2009,15,13.077184,18.889972
Dec,31,2010,9.1,0,18.872126
May,19,2006,8,15.0328,18.828036
Jul,31,1981,20,18.82649,18.82649
Nov,18,2016,9,14.431633,18.802255
Dec,29,2004,30,3.765585,18.765585
Mar,22,2013,13,18.007317,18.733666
Apr,29,2011,6,0.802778,18.72744
Apr,30,2010,10.1,1.183658,18.7263
Feb,23,2001,62,15.738632,18.708848
Oct,7,2005,1.125,16.124543,18.673274
Nov,12,1999,23,18.653615,18.653615
May,5,2000,7,18.642318,18.642318
Feb,20,2009,20,17.231291,18.60857
Aug,16,1996,55,18.582965,18.582965
Aug,16,1996,55,18.582965,18.582965
Feb,10,1995,32,18.55246,18.55246
Sep,9,2005,30,8.535575,18.535575
Jul,9,2010,5.6,0.027766,18.527766
Jun,25,2004,15,13.337299,18.524496
Dec,22,1995,92,10.017322,18.517322
Apr,16,2003,6,17.583468,18.504539
Aug,24,2001,26,7.496522,18.496522
Dec,6,2002,3.5,17.504595,18.495444
Feb,25,1994,10,18.272447,18.423914
Apr,12,1985,20,18.4,18.4
Mar,28,2014,35,10.508518,18.376443
Dec,17,1973,2,18.344729,18.344729
Jul,13,2016,47.5,15.436808,18.329653
Sep,11,1998,20,18.253415,18.310591
May,17,2013,3.45,0.687185,18.309793
Jan,20,2017,15,12.786243,18.301418
Oct,11,2013,20,8.008161,18.273009
Jan,28,2000,15,16.500786,18.260865
Jul,21,2000,20,15.464026,18.250106
Jul,30,2004,9,18.225165,18.225165
Aug,8,2007,6,13.235267,18.209872
Mar,19,2010,32,13.942007,18.195238
Jun,19,2015,7,17.50647,18.190831
Dec,22,2000,45,15.527125,18.120267
Sep,20,1996,67,18.115927,18.115927
Apr,7,2006,6.5,13.368437,18.110152
Oct,14,1994,8,18.090181,18.090181
Mar,25,2016,4.5,9.196278,18.053914
Aug,11,1972,2,18.01629,18.01629
Apr,10,1981,1,17.985,17.985
Sep,14,2012,35,0.289773,17.967746
Jan,12,2001,30,10.965209,17.865209
Aug,14,2015,13,0.656688,17.856688
Oct,10,2008,38,7.873007,17.831558
Sep,29,2006,20,17.807569,17.807569
Oct,13,2000,9,17.804273,17.804273
Oct,1,1988,5,17.768757,17.768757
Jul,25,2014,18,15.160801,17.762041
Mar,12,1999,21,17.760244,17.760244
Aug,6,2010,10,0.004803,17.704131
Apr,24,2015,20,6.485961,17.684355
Jun,20,2008,10,17.657973,17.657973
Aug,1,2008,21,16.289867,17.589867
Sep,20,1958,3,17.570324,17.570324
Jan,23,2015,4.9,3.498695,17.5611
Apr,3,2009,9.8,16.044025,17.553055
Jul,12,2013,0.9,16.098998,17.549645
Sep,27,1985,10,17.536256,17.536256
Oct,10,2014,5,17.39077,17.499242
Jul,1,2005,45,16.809014,17.492014
May,26,1970,3,17.489009,17.489009
Oct,3,2008,12,12.796861,17.475475
Aug,12,2011,9,11.862398,17.462398
Nov,12,2004,11,10.214647,17.443529
Sep,23,2005,10,17.380866,17.433072
Jan,17,2003,20,15.543862,17.430594
Nov,26,2003,2,7.301288,17.403168
Jan,16,1998,8,17.394881,17.394881
Jun,9,2017,5,13.985117,17.3871
Sep,27,1996,38,17.378193,17.378193
Mar,13,2009,5,12.062558,17.329337
Jan,9,2004,12,17.321573,17.322212
Mar,27,2009,20,12.234694,17.306648
Dec,30,2005,10,12.589255,17.300838
Oct,5,2001,12,17.292381,17.292381
Feb,15,2008,6,7.714996,17.252287
May,5,2015,15,0,17.224539
Jun,7,1996,45,17.220599,17.220599
Sep,17,2009,8.5,4.444637,17.220091
May,24,1991,65,17.218916,17.218916
Aug,22,2012,22,13.7493,17.216955
Apr,23,1999,8.5,14.943582,17.202854
May,21,2010,9.2,1.685269,17.155193
Jan,25,2002,10,16.033556,17.033556
Sep,25,2009,40,10.330853,17.033431
Dec,22,2010,7,1.785645,17.023121
Nov,20,1998,2.9,5.969553,17.006158
Apr,11,2003,7,12.634962,17.005466
Jan,1,1977,0.5,17,17
Jul,26,2002,20,16.988996,16.988996
Jan,23,2004,24,16.980098,16.980098
Feb,6,2004,18,16.703799,16.959614
Apr,26,2002,14,13.121555,16.951798
Apr,30,2004,30,14.334645,16.910708
Aug,31,2007,20,9.534258,16.907831
Nov,29,2002,7,6.1996,16.866928
Oct,7,2016,10,15.861566,16.847879
Nov,6,2002,35,6.630252,16.830252
Oct,21,2005,15,4.235837,16.829464
Aug,28,1998,13,16.757163,16.757163
Oct,8,2010,25,14.744435,16.72747
Sep,20,2013,20,8.888355,16.723377
Jan,19,1990,10,16.667084,16.667084
Oct,22,1999,32,16.64021,16.64021
Oct,6,2000,5,9.628751,16.628751
Sep,3,2004,20,15.712072,16.612072
Mar,9,2012,2,12.739737,16.61076
Aug,7,2002,8,14.018296,16.585503
Jul,1,1994,50,16.581575,16.581575
Dec,29,2010,1,9.737892,16.56624
May,13,2005,27,4.476235,16.566235
Jan,20,2006,1,9.015303,16.553163
Aug,3,2001,26,16.52141,16.52141
May,28,2010,5,6.096582,16.515203
Apr,21,2006,17,7.314027,16.510971
Aug,21,2009,19.7,0.47627,16.498827
Jul,3,2002,25,11.411644,16.425701
Jul,10,2009,18,14.800725,16.382538
Sep,7,2012,6,11.494838,16.369708
Feb,13,2009,12,3.149034,16.349034
Dec,11,1998,17,16.316273,16.316273
Feb,5,2016,28,10.907291,16.311335
Jul,14,1999,24,16.304786,16.304786
Aug,1,1986,30,16.295774,16.295774
Dec,5,2006,9,16.235738,16.235738
Jun,12,2009,55,16.222392,16.222392
Jun,12,2009,55,16.222392,16.222392
Jan,19,2018,3.5,16.212773,16.212773
Nov,22,2002,12.5,14.06095,16.193713
Apr,4,2008,1,5.505267,16.173879
Aug,16,2013,40,7.388654,16.173593
Apr,6,2001,40,4.777007,16.1722
Dec,19,2003,16.5,13.005485,16.157923
Aug,3,1990,10,16.153,16.153
Dec,23,2016,46.5,7.100177,16.152151
Mar,22,1996,7,14.853474,16.14918
Nov,27,2002,17,12.840842,16.140842
Jun,11,2010,2,6.531503,16.131551
Apr,1,1988,25,16.118077,16.118077
Sep,17,2010,6.8,6.857096,16.038343
Aug,31,2001,5,16.017403,16.017403
Sep,26,1997,18,8.038061,16.011975
Mar,3,2000,16,15.427192,15.980376
Sep,16,2005,1,10.047674,15.943081
Aug,13,1993,3,15.935068,15.935068
Jul,26,2000,19,15.911332,15.911332
Apr,15,2011,25,11.538204,15.907411
Apr,1,2011,5.5,1.008098,15.867314
Jan,22,2010,31,12.482741,15.826984
Oct,28,2011,27.5,4.463292,15.815509
Jul,17,1987,23,15.728335,15.728335
Jun,13,1980,22,15.716828,15.716828
Aug,22,1973,5.5,15.7,15.7
Jan,15,2010,18,6.617867,15.696146
Mar,24,2006,17,15.680099,15.680099
Apr,21,2017,12,11.368012,15.668012
Nov,19,2010,8,1.095369,15.644196
Jun,13,1997,2.7,9.054736,15.6
Oct,30,2015,15,3.703046,15.554855
Aug,22,2003,14,15.549702,15.549702
Oct,2,2015,50,0.046425,15.505922
Feb,15,1965,20,15.473333,15.473333
Sep,15,2000,35,15.325127,15.471969
Aug,25,1999,7,14.026509,15.471229
Sep,30,2005,25,15.331289,15.468266
Oct,28,2005,20,12.482775,15.466961
Nov,22,2006,35,10.14401,15.461638
Mar,4,2005,28.5,6.301131,15.452978
Dec,4,2013,22,11.330849,15.434375
Jan,23,2004,2,4.593598,15.396525
Jun,20,2003,30,14.208384,15.358583
Oct,31,2008,5,13.442412,15.318257
Sep,21,2007,30,3.909149,15.313631
May,2,2014,2.6,3.82706,15.298355
Aug,14,2009,10,15.122676,15.297318
Jan,28,2014,7,0,15.20633
Jan,1,1971,0.15,15.2,15.2
May,16,1980,10,15.198912,15.198912
Oct,25,1996,14,15.171475,15.171475
Mar,12,1999,10,15.164492,15.164492
Apr,4,1997,0.25,12.006514,15.155095
Dec,14,2001,5.5,5.580479,15.155021
Sep,22,2006,6,4.670644,15.137932
May,11,1984,15,15.13687,15.13687
Jun,18,2010,10,5.005465,15.132211
Sep,29,1995,5,15.126948,15.126948
Dec,20,2006,19.4,8.060487,15.118795
Aug,21,1998,14,15.064948,15.064948
Mar,6,1998,20,15.055091,15.055091
Dec,31,2010,10,0,15.037867
Mar,1,1991,8.5,15.024232,15.024232
Apr,27,1990,3,15,15
Dec,17,1974,4,15,15
Jan,1,1954,5,15,15
Dec,31,2009,36.5,0,15
Jul,24,2015,13,1.784763,14.999638
Nov,27,2002,47,14.970038,14.970038
Apr,21,1995,40,14.942422,14.942422
Mar,11,1994,40,2.816518,14.938149
Mar,21,2003,15,8.586376,14.933713
Oct,30,2015,20,0.055039,14.883495
Nov,7,1997,5,14.843425,14.843425
May,3,2002,16,4.839383,14.839383
Jan,14,2000,60,14.218868,14.816494
Sep,22,2006,60,13.09063,14.816379
Oct,8,2004,15,10.41198,14.81198
Nov,23,2011,20,5.702083,14.807531
Aug,16,2002,25,10.103647,14.805812
Jan,30,1987,16,14.792779,14.792779
Nov,21,2001,11,13.906394,14.786394
Dec,12,2014,20,8.110975,14.772346
Dec,7,2012,5.6,0.385422,14.683763
Oct,23,1998,75,14.623082,14.623082
Nov,14,2014,7,14.618727,14.618727
Oct,29,2004,20,5.005899,14.603001
Sep,18,1987,1,14.564,14.575148
Apr,30,2004,20,13.548322,14.566246
May,28,2004,16,13.922211,14.553807
Feb,12,1988,6,14.545844,14.545844
Sep,26,2017,17,0,14.534046
Sep,8,1989,1.5,14.533681,14.533681
